K2498660;706;>$300;12;no previous credits;retraining;$1 506,40;>1400;1-5 years;25-35;married/widowed;male;5-8 years;no assets;24;no further running credits;owned;one;skilled employee;Rural;0;Test;0,796098551;good
J5422337;675;>$300;24;hesistant: hesistant payment of previous credits;used car;$1 300,60;>1400;5-8 years;< 15;single;male;>8 years;life insurance;29;at department store;rented;one;skilled employee;Urban;0;Train;0,148182752;good
K41579;700;no balance;11;paid back;other;$1 850,80;700-1400;1-5 years;25-35;divorced/living apart/married;female;>8 years;life insurance;38;no further running credits;rented;2- 4;skilled employee;Rural;0;Test;0,69729046;good
K9132478;672;no running account;25;no previous credits;used car;$4 229,40;no savings;1-5 years;25-35;divorced/living apart;male;1-5 years;no assets;22;no further running credits;free;one;unskilled with permanant residence;Rural;0;Train;0,741993252;good
K4688690;385;no balance;60;no previous credits;other;$10 371,20;<140;<1 year;< 15;divorced/living apart/married;female;1-5 years;car;22;no further running credits;rented;one;executive/self-employed;Rural;1;Train;0,644594674;bad
M8041675;601;>$300;39;no previous credits;used car;$3 596,60;140-700;1-5 years;< 15;single;male;>8 years;life insurance;22;no further running credits;rented;7 or more;skilled employee;Suburban;0;Test;0,303523587;good
K6574370;636;no balance;30;paid back;business;$3 053,40;>1400;> 8 years;< 15;single;female;>8 years;ownership of house or land;34;no further running credits;rented;2- 4;executive/self-employed;Rural;0;Test;0,802855525;good
J3706876;514;no balance;12;N/A;used car;$3 866,80;>1400;> 8 years;> 35;divorced/living apart/married;female;1-5 years;car;23;no further running credits;rented;one;unskilled with no permanant residence;Suburban;0;Test;0,113819538;bad
J7886190;414;no running account;45;no previous credits;used car;$2 583,00;no savings;1-5 years;< 15;single;male;>8 years;ownership of house or land;21;no further running credits;owned;one;skilled employee;Urban;1;Train;0,174789919;bad
J5090196;664;no balance;10;N/A;furniture;$2 753,80;no savings;> 8 years;< 15;divorced/living apart/married;female;1-5 years;life insurance;18;no further running credits;rented;one;skilled employee;Rural;0;Test;0,0591069367;good
K1518001;671;>$300: or checking account for atleast one year;24;paid back;used car;$5 063,80;>1400;<1 year;< 15;single;male;>8 years;ownership of house or land;18;no further running credits;free;2- 4;skilled employee;Urban;0;Test;0,801060149;good
K2433931;590;>$300;12;paid back;retraining;$6 995,00;no savings;1-5 years;15- 25;divorced/living apart/married;female;1-5 years;no assets;26;no further running credits;rented;2- 4;skilled employee;Rural;0;Train;0,889767672;good
K4914944;714;>$300;18;paid back;other;$1 477,00;no savings;<1 year;< 15;divorced/living apart/married;female;< 1 year;car;28;no further running credits;rented;2- 4;skilled employee;Rural;0;Train;0,917853619;good
K5724912;587;no running account;30;no previous credits;used car;$2 583,00;no savings;<1 year;< 15;divorced/living apart/married;female;< 1 year;car;44;no further running credits;free;one;skilled employee;Urban;0;Train;0,833249164;good
K9812857;378;no balance;12;hesistant: hesistant payment of previous credits;household appliances;$1 551,20;no savings;5-8 years;< 15;single;male;5-8 years;no assets;26;no further running credits;rented;2- 4;skilled employee;Urban;1;Train;0,746403679;bad
K8841981;404;no running account;15;paid back;other;$7 517,00;no savings;5-8 years;< 15;single;male;5-8 years;life insurance;31;no further running credits;free;2- 4;skilled employee;Rural;0;Train;0,627540301;bad
K2175261;491;no balance;45;no previous credits;furniture;$4 243,40;700-1400;<1 year;< 15;single;male;>8 years;car;19;no further running credits;free;one;skilled employee;Rural;0;Train;0,925740704;good
M1371292;610;no balance;9;paid back;used car;$2 686,60;no savings;5-8 years;< 15;single;male;5-8 years;car;33;no further running credits;free;one;skilled employee;Suburban;0;Test;0,347948014;good
R9080046;725;no balance;21;no previous credits;used car;$5 566,40;>1400;5-8 years;25-35;single;male;5-8 years;life insurance;33;no further running credits;rented;one;skilled employee;Rural;0;Test;0,467711768;good
K8835147;531;>$300;12;no previous credits;furniture;$1 125,60;no savings;> 8 years;< 15;single;male;< 1 year;life insurance;36;no further running credits;rented;one;skilled employee;Urban;0;Train;0,718321801;good
M1925287;468;<= $300;24;no previous credits;furniture;$2 781,80;no savings;1-5 years;25-35;single;male;>8 years;no assets;19;no further running credits;free;one;unskilled with permanant residence;Urban;0;Test;0,351567803;good
R5452120;411;no balance;34;no previous credits;household appliances;$3 337,60;no savings;<1 year;< 15;single;female;< 1 year;ownership of house or land;31;no further running credits;free;one;unskilled with permanant residence;Suburban;0;Train;0,575386341;bad
J9166100;707;>$300;18;no previous credits;used car;$4 790,80;no savings;> 8 years;< 15;single;male;>8 years;car;45;at other banks;rented;5- 6;executive/self-employed;Rural;0;Test;0,193802827;good
M7532411;648;no running account;12;no problems with current credits;other;$3 145,80;no savings;1-5 years;25-35;single;female;1-5 years;life insurance;34;at department store;rented;2- 4;skilled employee;Rural;0;Train;0,264727815;good
K3122987;368;no running account;24;no problems with current credits;other;$6 818,00;no savings;1-5 years;15- 25;single;male;>8 years;ownership of house or land;51;no further running credits;owned;2- 4;skilled employee;Suburban;1;Train;0,696926853;bad
K8269555;669;<= $300;6;paid back;repair;$1 465,80;no savings;1-5 years;25-35;divorced/living apart/married;female;>8 years;car;48;no further running credits;rented;one;unskilled with permanant residence;Suburban;0;Train;0,666992645;good
K2704104;561;no running account;36;no previous credits;business;$22 199,80;140-700;unemployed;25-35;divorced/living apart;male;5-8 years;life insurance;41;no further running credits;rented;one;executive/self-employed;Suburban;0;Train;0,900992465;good
K662779;404;no running account;9;no previous credits;other;$1 990,80;no savings;<1 year;15- 25;single;male;1-5 years;ownership of house or land;29;no further running credits;owned;one;executive/self-employed;Rural;0;Train;0,794136913;bad
M6319124;583;>$300;15;no previous credits;furniture;$2 770,60;>1400;> 8 years;< 15;single;male;1-5 years;life insurance;44;at other banks;rented;one;skilled employee;Urban;0;Train;0,274882641;good
R162684;669;>$300;30;paid back;furniture;$9 438,80;>1400;5-8 years;25-35;single;male;5-8 years;car;34;no further running credits;rented;2- 4;unskilled with permanant residence;Suburban;0;Test;0,507879172;good
K6223755;655;<= $300;15;no previous credits;furniture;$4 995,20;no savings;> 8 years;< 15;divorced/living apart/married;female;1-5 years;life insurance;52;at other banks;free;one;executive/self-employed;Suburban;0;Train;0,825670581;good
R8245578;497;no balance;24;paid back;furniture;$1 702,40;<140;<1 year;15- 25;single;male;< 1 year;ownership of house or land;36;at other banks;rented;7 or more;skilled employee;Rural;0;Train;0,569540427;bad
K3749212;428;no balance;30;no previous credits;y;$4 817,40;<140;1-5 years;25-35;divorced/living apart/married;female;>8 years;life insurance;19;at other banks;free;one;unskilled with permanant residence;Rural;0;Test;0,927906942;bad
K4011545;575;no balance;18;no previous credits;other;$8 764,00;no savings;5-8 years;15- 25;single;male;5-8 years;no assets;26;no further running credits;free;one;unskilled with permanant residence;Rural;0;Train;0,747520738;good
K5291633;570;<= $300;6;paid back;other;$1 818,60;no savings;1-5 years;> 35;single;male;5-8 years;no assets;72;no further running credits;rented;5- 6;unskilled with no permanant residence;Suburban;0;Test;0,721087061;good
K7711988;629;>$300;24;paid back;other;$2 716,00;700-1400;> 8 years;< 15;single;male;>8 years;no assets;58;no further running credits;rented;one;skilled employee;Rural;0;Test;0,707864378;good
R8701165;730;no balance;21;paid back;used car;$3 843,00;700-1400;5-8 years;15- 25;single;male;>8 years;life insurance;24;no further running credits;rented;2- 4;skilled employee;Suburban;0;Train;0,477453366;good
K100926;663;>$300;60;no previous credits;furniture;$14 201,60;<140;5-8 years;25-35;divorced/living apart/married;female;>8 years;no assets;19;no further running credits;rented;one;skilled employee;Rural;0;Train;0,640474391;good
R4107235;682;>$300;24;no previous credits;repair;$4 453,40;no savings;<1 year;< 15;divorced/living apart/married;female;>8 years;car;24;at department store;rented;one;executive/self-employed;Rural;0;Test;0,404907596;good
K8818709;635;>$300;24;no previous credits;furniture;$1 398,60;>1400;> 8 years;< 15;single;male;1-5 years;life insurance;23;no further running credits;rented;2- 4;skilled employee;Rural;0;Train;0,796257051;good
K3500779;625;>$300;6;hesistant;other;$1 685,60;<140;1-5 years;< 15;single;male;< 1 year;ownership of house or land;33;no further running credits;free;one;skilled employee;Urban;0;Test;0,978785365;good
J8228772;674;<= $300;15;no problems with current credits;retraining;$3 761,80;no savings;5-8 years;25-35;single;male;>8 years;life insurance;24;no further running credits;free;2- 4;skilled employee;Urban;0;Train;0,147124813;good
M2079218;648;no running account;10;paid back;other;$3 137,40;700-1400;<1 year;> 35;single;male;5-8 years;no assets;46;no further running credits;free;2- 4;unskilled with permanant residence;Urban;0;Test;0,211034991;good
J9521817;590;>$300;15;N/A;used car;$1 344,00;700-1400;5-8 years;15- 25;divorced/living apart/married;female;1-5 years;life insurance;28;no further running credits;rented;2- 4;skilled employee;Rural;0;Train;0,0854056935;good
K7244557;692;>$300;24;paid back;business;$7 144,20;no savings;<1 year;15- 25;married/widowed;male;5-8 years;ownership of house or land;45;no further running credits;owned;5- 6;skilled employee;Urban;0;Train;0,927174212;good
K1372010;567;>$300;9;no previous credits;furniture;$3 775,80;no savings;1-5 years;> 35;single;male;1-5 years;no assets;30;no further running credits;rented;one;skilled employee;Urban;0;Test;0,693267881;good
R1493668;640;no running account;27;paid back;used car;$1 468,60;no savings;<1 year;25-35;divorced/living apart/married;female;>8 years;car;19;no further running credits;free;one;skilled employee;Rural;0;Train;0,526990559;bad
R6516320;650;no balance;24;no problems with current credits;other;$2 751,00;>1400;1-5 years;< 15;divorced/living apart/married;female;>8 years;life insurance;40;no further running credits;free;2- 4;skilled employee;Rural;0;Train;0,480820998;good
M714253;572;no balance;30;hesistant;retraining;$5 909,40;no savings;1-5 years;25-35;divorced/living apart/married;female;< 1 year;life insurance;26;no further running credits;rented;2- 4;skilled employee;Urban;0;Train;0,313016576;good
J6140689;679;>$300;48;paid back;new car;$12 401,20;>1400;5-8 years;25-35;single;male;< 1 year;ownership of house or land;33;no further running credits;owned;2- 4;skilled employee;Urban;0;Train;0,120557639;good
R3804884;660;no balance;15;no previous credits;household appliances;$2 119,60;<140;1-5 years;< 15;single;male;1-5 years;no assets;20;no further running credits;rented;one;skilled employee;Urban;0;Train;0,444360977;good
R2760509;621;no running account;15;paid back;used car;$1 365,00;no savings;1-5 years;25-35;married/widowed;male;5-8 years;car;23;no further running credits;rented;2- 4;executive/self-employed;Rural;0;Train;0,405895005;good
R7782604;468;>$300: or checking account for atleast one year;33;no problems with current credits;household appliances;$2 116,80;700-1400;1-5 years;15- 25;married/widowed;male;5-8 years;car;59;at department store;rented;2- 4;skilled employee;Rural;0;Test;0,490762988;bad
K7447691;382;no running account;21;no problems with current credits;repair;$4 779,60;no savings;<1 year;25-35;married/widowed;male;< 1 year;car;25;at department store;rented;2- 4;skilled employee;Suburban;1;Test;0,836168528;bad
J4513361;628;>$300: or checking account for atleast one year;6;paid back;other;$9 049,00;no savings;5-8 years;> 35;divorced/living apart/married;male;>8 years;ownership of house or land;43;no further running credits;rented;one;executive/self-employed;Urban;0;Test;0,159385768;good
M2324732;609;no balance;42;problematic running accounts;new car;$12 996,20;no savings;unemployed;> 35;single;male;1-5 years;ownership of house or land;53;at other banks;owned;one;executive/self-employed;Urban;0;Train;0,270239995;good
K9028784;444;no running account;24;no previous credits;used car;$4 683,00;no savings;> 8 years;< 15;single;male;1-5 years;car;37;no further running credits;free;one;executive/self-employed;Rural;0;Test;0,667056804;bad
M826917;643;>$300;24;no previous credits;other;$1 950,20;no savings;1-5 years;25-35;single;male;1-5 years;no assets;29;no further running credits;rented;one;skilled employee;Urban;0;Test;0,395073877;good
J2675948;621;<= $300;24;N/A;vacation;$1 881,60;>1400;5-8 years;< 15;single;male;1-5 years;no assets;35;at other banks;rented;2- 4;unskilled with permanant residence;Suburban;0;Train;0,0956608211;bad
J2723882;651;>$300;14;N/A;other;$1 122,80;no savings;1-5 years;< 15;single;male;1-5 years;life insurance;25;at other banks;rented;2- 4;unskilled with permanant residence;Rural;0;Train;0,0561752835;good
M7572967;652;no running account;36;no previous credits;used car;$7 690,20;no savings;> 8 years;25-35;single;male;>8 years;ownership of house or land;40;no further running credits;owned;2- 4;skilled employee;Suburban;0;Train;0,215256042;good
J7193702;617;>$300;10;N/A;other;$2 235,80;140-700;1-5 years;15- 25;single;male;1-5 years;ownership of house or land;38;at other banks;free;one;unskilled with permanant residence;Urban;0;Train;0,111715269;good
R2993783;587;no running account;12;no previous credits;used car;$3 607,80;no savings;1-5 years;25-35;divorced/living apart;male;< 1 year;life insurance;40;no further running credits;rented;one;skilled employee;Urban;0;Train;0,461686451;good
J5009989;462;no running account;36;N/A;repair;$2 767,80;>1400;> 8 years;< 15;single;male;>8 years;ownership of house or land;32;no further running credits;rented;one;executive/self-employed;Rural;0;Train;0,0931033594;bad
K6332826;491;>$300;18;no previous credits;used car;$2 146,20;no savings;<1 year;< 15;married/widowed;male;< 1 year;car;41;no further running credits;rented;one;unskilled with permanant residence;Suburban;0;Train;0,918291114;bad
K8435587;597;>$300;48;paid back;furniture;$5 009,20;>1400;> 8 years;< 15;single;male;< 1 year;no assets;45;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,901048781;good
K9982059;422;no running account;36;paid back;used car;$8 720,60;no savings;<1 year;> 35;divorced/living apart/married;female;>8 years;ownership of house or land;21;no further running credits;free;2- 4;unskilled with permanant residence;Urban;1;Test;0,960461311;bad
M8005227;594;no balance;18;no previous credits;other;$8 212,40;<140;1-5 years;25-35;single;male;1-5 years;life insurance;28;no further running credits;rented;2- 4;skilled employee;Suburban;0;Train;0,27883931;good
K3373201;701;>$300;39;no previous credits;new car;$12 023,20;<140;> 8 years;25-35;divorced/living apart;male;1-5 years;life insurance;43;no further running credits;rented;one;executive/self-employed;Rural;0;Train;0,717337667;good
K2654439;692;no balance;18;paid back;business;$2 513,00;no savings;> 8 years;15- 25;divorced/living apart/married;female;5-8 years;no assets;46;at other banks;free;2- 4;unskilled with permanant residence;Rural;0;Train;0,726168834;good
M7778568;579;>$300;10;paid back;furniture;$2 042,60;no savings;1-5 years;15- 25;divorced/living apart/married;female;1-5 years;life insurance;41;no further running credits;rented;2- 4;unskilled with permanant residence;Suburban;0;Train;0,298805684;good
R8940388;435;<= $300;30;no problems with current credits;retraining;$2 671,20;no savings;> 8 years;< 15;single;male;>8 years;no assets;64;no further running credits;rented;one;executive/self-employed;Rural;0;Train;0,527615545;bad
K7186746;544;no balance;48;no previous credits;other;$11 881,80;>1400;5-8 years;> 35;divorced/living apart/married;female;1-5 years;life insurance;22;at department store;rented;one;skilled employee;Rural;0;Test;0,898986024;good
M4401222;720;no balance;12;no previous credits;furniture;$1 621,20;140-700;1-5 years;15- 25;divorced/living apart;male;< 1 year;life insurance;24;no further running credits;rented;one;skilled employee;Rural;0;Train;0,300540802;good
R7768143;384;no running account;24;no problems with current credits;furniture;$822,00;no savings;5-8 years;< 15;married/widowed;male;1-5 years;no assets;46;at department store;rented;one;skilled employee;Suburban;1;Train;0,578994119;bad
K4330023;640;<= $300;6;no previous credits;repair;$2 153,20;no savings;<1 year;> 35;divorced/living apart/married;female;1-5 years;ownership of house or land;54;no further running credits;rented;one;skilled employee;Urban;0;Test;0,725742988;good
K4757502;690;>$300: or checking account for atleast one year;8;paid back;other;$4 757,20;no savings;5-8 years;> 35;divorced/living apart/married;male;>8 years;no assets;37;no further running credits;rented;2- 4;unskilled with permanant residence;Rural;0;Test;0,713417195;bad
J3044543;668;no running account;24;N/A;household appliances;$9 195,20;no savings;1-5 years;25-35;married/widowed;male;1-5 years;life insurance;19;at department store;rented;one;unskilled with permanant residence;Rural;0;Test;0,0966836169;good
K2456923;487;>$300;4;no previous credits;used car;$841,40;140-700;<1 year;> 35;divorced/living apart/married;male;5-8 years;no assets;21;no further running credits;free;7 or more;unskilled with permanant residence;Suburban;0;Train;0,756596417;good
J9954874;663;no balance;18;N/A;used car;$6 007,00;140-700;> 8 years;15- 25;divorced/living apart/married;female;>8 years;car;35;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,0449018538;good
K6002085;480;no running account;18;no previous credits;furniture;$3 789,00;no savings;1-5 years;< 15;married/widowed;male;1-5 years;no assets;24;no further running credits;free;one;skilled employee;Rural;0;Train;0,766197423;bad
R7766702;634;>$300;15;hesistant: hesistant payment of previous credits;used car;$2 128,00;>1400;> 8 years;< 15;single;male;>8 years;no assets;61;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,553241075;good
R4248170;433;no balance;24;no previous credits;business;$8 055,00;>1400;5-8 years;< 15;divorced/living apart/married;female;>8 years;ownership of house or land;30;no further running credits;free;one;skilled employee;Rural;0;Test;0,488122444;bad
K8964021;575;>$300;9;no previous credits;other;$3 509,80;140-700;> 8 years;25-35;single;male;>8 years;ownership of house or land;49;no further running credits;owned;one;skilled employee;Rural;0;Test;0,858092198;good
M6372973;672;>$300;9;no previous credits;used car;$1 943,20;no savings;unemployed;< 15;divorced/living apart/married;female;1-5 years;no assets;24;no further running credits;free;one;skilled employee;Rural;0;Test;0,373516423;good
J5587906;671;no balance;18;N/A;retraining;$2 717,40;700-1400;1-5 years;25-35;single;male;1-5 years;car;33;no further running credits;rented;one;unskilled with permanant residence;Rural;0;Train;0,0257298165;good
R6201909;686;<= $300;36;no previous credits;furniture;$8 187,20;no savings;1-5 years;< 15;single;male;< 1 year;life insurance;22;no further running credits;rented;one;skilled employee;Rural;0;Train;0,577015291;good
K1863778;687;>$300;10;no previous credits;new car;$4 061,40;>1400;<1 year;> 35;divorced/living apart/married;female;< 1 year;ownership of house or land;29;no further running credits;free;one;skilled employee;Urban;0;Train;0,849794438;bad
R5344039;653;no balance;21;paid back;retraining;$6 421,00;no savings;5-8 years;25-35;single;male;5-8 years;car;25;no further running credits;rented;5- 6;skilled employee;Suburban;0;Test;0,49213826;good
M473036;613;<= $300;28;paid back;furniture;$4 223,80;no savings;> 8 years;< 15;single;male;>8 years;car;43;no further running credits;rented;one;skilled employee;Urban;0;Train;0,222173979;good
K9214762;618;>$300;18;paid back;furniture;$3 133,20;no savings;1-5 years;25-35;divorced/living apart/married;female;< 1 year;life insurance;23;no further running credits;rented;2- 4;skilled employee;Rural;0;Train;0,672327689;good
R5334109;403;no balance;23;no previous credits;other;$1 243,20;no savings;> 8 years;< 15;single;male;>8 years;life insurance;39;at other banks;rented;5- 6;unskilled with permanant residence;Rural;0;Train;0,401636511;bad
K9719954;645;>$300;18;no previous credits;furniture;$2 034,20;no savings;<1 year;15- 25;divorced/living apart/married;female;< 1 year;no assets;24;no further running credits;rented;one;skilled employee;Rural;0;Train;0,839497283;good
R9157975;655;<= $300;48;no problems with current credits;retraining;$2 645,00;>1400;1-5 years;< 15;single;male;>8 years;ownership of house or land;36;no further running credits;owned;one;skilled employee;Urban;0;Test;0,554491467;good
K9522056;587;<= $300;12;no previous credits;used car;$1 993,60;>1400;> 8 years;15- 25;divorced/living apart/married;female;5-8 years;no assets;53;no further running credits;rented;one;executive/self-employed;Rural;0;Train;0,609188039;good
J8508459;602;>$300;4;paid back;vacation;$4 732,00;<140;5-8 years;> 35;divorced/living apart/married;female;< 1 year;no assets;35;no further running credits;rented;one;unskilled with permanant residence;Suburban;0;Train;0,145173374;good
K7659411;660;>$300;15;no previous credits;used car;$3 060,40;>1400;5-8 years;> 35;divorced/living apart/married;female;>8 years;no assets;31;at other banks;free;one;unskilled with permanant residence;Urban;0;Train;0,663675146;good
K9933167;644;>$300;12;no previous credits;furniture;$989,80;no savings;1-5 years;< 15;single;female;1-5 years;no assets;28;at other banks;rented;2- 4;skilled employee;Suburban;0;Test;0,863966621;good
R2354545;536;>$300;18;paid back;other;$10 446,00;no savings;5-8 years;25-35;divorced/living apart/married;male;1-5 years;car;29;at other banks;rented;2- 4;skilled employee;Suburban;0;Train;0,591812987;bad
M4462983;677;>$300;48;problematic running accounts: there are further credits running but at other banks;furniture;$14 310,80;>1400;5-8 years;< 15;single;male;5-8 years;life insurance;35;at department store;rented;one;skilled employee;Suburban;0;Test;0,272401763;good
K3968964;433;no balance;30;no previous credits;furniture;$15 345,40;700-1400;5-8 years;> 35;single;male;1-5 years;ownership of house or land;25;at other banks;rented;2- 4;skilled employee;Suburban;0;Train;0,725335535;bad
M9019041;384;no running account;48;hesistant: hesistant payment of previous credits;used car;$9 966,60;no savings;1-5 years;15- 25;single;male;>8 years;ownership of house or land;51;no further running credits;owned;2- 4;skilled employee;Urban;1;Test;0,28741565;bad
J9876955;634;>$300;36;N/A;new car;$15 475,60;<140;1-5 years;< 15;single;male;>8 years;no assets;28;no further running credits;rented;one;executive/self-employed;Suburban;0;Train;0,103766079;good
M6701657;438;no balance;8;no previous credits;other;$1 458,80;>1400;1-5 years;< 15;divorced/living apart/married;female;1-5 years;car;31;no further running credits;rented;one;skilled employee;Rural;0;Train;0,287922105;bad
K3312228;636;>$300;12;paid back;used car;$1 761,20;no savings;<1 year;25-35;divorced/living apart/married;female;>8 years;car;20;no further running credits;free;2- 4;unskilled with permanant residence;Rural;0;Train;0,998617258;good
K3931980;625;no running account;24;no previous credits;used car;$5 836,60;no savings;1-5 years;< 15;divorced/living apart/married;male;>8 years;car;26;no further running credits;rented;one;skilled employee;Suburban;0;Test;0,83497537;good
M694389;513;no balance;18;no previous credits;furniture;$1 821,40;no savings;> 8 years;< 15;married/widowed;male;1-5 years;no assets;30;no further running credits;rented;one;unskilled with permanant residence;Rural;0;Test;0,333697773;good
R881952;414;no balance;15;problematic running accounts;other;$1 769,60;<140;1-5 years;25-35;divorced/living apart;male;1-5 years;car;23;no further running credits;free;one;skilled employee;Urban;0;Train;0,450861401;bad
K3708508;690;no balance;23;no previous credits;furniture;$3 260,60;no savings;<1 year;> 35;divorced/living apart;female;1-5 years;no assets;43;no further running credits;rented;one;skilled employee;Rural;0;Test;0,683838445;good
K4458635;659;<= $300;24;hesistant: hesistant payment of previous credits;furniture;$1 927,80;<140;> 8 years;< 15;divorced/living apart/married;female;< 1 year;ownership of house or land;45;no further running credits;owned;one;skilled employee;Urban;0;Train;0,695735597;bad
M9568360;554;no running account;8;paid back;business;$1 629,60;no savings;> 8 years;15- 25;single;male;>8 years;ownership of house or land;49;at other banks;owned;2- 4;executive/self-employed;Rural;0;Test;0,264362403;good
K8856136;645;>$300: or checking account for atleast one year;18;paid back;furniture;$880,60;140-700;> 8 years;< 15;single;male;5-8 years;car;30;at other banks;rented;2- 4;executive/self-employed;Rural;0;Train;0,650792051;good
M8508110;725;<= $300;27;no previous credits;used car;$9 960,00;no savings;<1 year;25-35;divorced/living apart/married;female;>8 years;life insurance;24;no further running credits;rented;one;skilled employee;Urban;0;Train;0,217177704;good
K28890;505;no balance;48;paid back;used car;$7 134,40;no savings;1-5 years;25-35;divorced/living apart/married;female;5-8 years;life insurance;28;no further running credits;rented;one;executive/self-employed;Suburban;0;Train;0,781176564;bad
K7034944;604;no balance;24;no problems with current credits;furniture;$10 364,00;no savings;<1 year;> 35;single;male;1-5 years;life insurance;31;no further running credits;rented;one;skilled employee;Rural;0;Train;0,891039337;good
J4362537;448;no running account;48;N/A;furniture;$9 798,60;no savings;5-8 years;> 35;married/widowed;male;< 1 year;no assets;32;no further running credits;rented;2- 4;skilled employee;Urban;0;Test;0,0559976924;bad
K5098957;637;no balance;24;paid back;new car;$10 861,20;700-1400;> 8 years;25-35;divorced/living apart/married;female;>8 years;ownership of house or land;27;no further running credits;free;one;skilled employee;Urban;0;Test;0,819715089;good
K959702;439;>$300;15;no previous credits;repair;$6 472,20;<140;1-5 years;15- 25;single;male;1-5 years;car;38;no further running credits;rented;one;executive/self-employed;Rural;0;Train;0,688493492;good
R3886153;464;no running account;24;no previous credits;furniture;$2 018,80;no savings;5-8 years;< 15;divorced/living apart/married;female;>8 years;life insurance;21;no further running credits;rented;2- 4;skilled employee;Urban;0;Train;0,536277101;bad
K4293587;566;>$300;24;paid back;repair;$2 697,80;>1400;5-8 years;15- 25;divorced/living apart/married;male;1-5 years;life insurance;31;no further running credits;rented;7 or more;skilled employee;Urban;0;Train;0,629461934;good
K6257146;409;no balance;60;no previous credits;repair;$8 803,20;no savings;<1 year;15- 25;single;male;>8 years;ownership of house or land;40;no further running credits;owned;one;skilled employee;Rural;0;Train;0,894471674;bad
R4008595;469;>$300;21;hesistant;other;$7 004,20;>1400;1-5 years;> 35;divorced/living apart/married;female;>8 years;car;27;at other banks;rented;2- 4;skilled employee;Suburban;0;Train;0,561536942;bad
K5646805;673;no balance;30;no previous credits;used car;$5 364,80;no savings;<1 year;25-35;married/widowed;male;< 1 year;car;20;no further running credits;rented;one;skilled employee;Urban;0;Test;0,757764335;good
R9567651;512;no balance;9;paid back;furniture;$1 615,60;no savings;> 8 years;25-35;single;female;>8 years;ownership of house or land;35;at department store;rented;5- 6;unskilled with permanant residence;Rural;0;Test;0,596205204;good
K4837365;646;>$300;24;paid back;household appliances;$2 881,20;no savings;1-5 years;< 15;divorced/living apart/married;male;1-5 years;car;31;no further running credits;rented;2- 4;skilled employee;Suburban;0;Test;0,835439179;good
M9047990;672;no balance;36;no problems with current credits;other;$4 006,80;<140;> 8 years;< 15;single;male;5-8 years;ownership of house or land;28;no further running credits;owned;one;skilled employee;Urban;0;Train;0,303438962;good
R4607546;472;no running account;36;no problems with current credits;retraining;$3 003,00;no savings;5-8 years;25-35;married/widowed;female;< 1 year;life insurance;22;at other banks;rented;2- 4;skilled employee;Urban;1;Test;0,584335116;bad
K9593284;575;no balance;48;hesistant;retraining;$17 085,60;>1400;1-5 years;25-35;single;male;1-5 years;car;46;at other banks;rented;one;skilled employee;Rural;0;Train;0,686346932;good
R8976608;416;>$300;36;no previous credits;used car;$15 363,60;<140;unemployed;< 15;divorced/living apart/married;female;1-5 years;life insurance;24;no further running credits;rented;2- 4;executive/self-employed;Rural;0;Train;0,45836144;bad
K9975840;642;no running account;24;paid back;new car;$8 986,60;no savings;> 8 years;25-35;divorced/living apart/married;female;>8 years;ownership of house or land;42;at department store;owned;2- 4;executive/self-employed;Rural;0;Train;0,673282373;good
K4793964;639;>$300;24;no previous credits;retraining;$1 761,20;no savings;5-8 years;< 15;single;male;< 1 year;no assets;23;no further running credits;rented;one;skilled employee;Urban;0;Test;0,955247232;good
K3678257;656;<= $300;12;no previous credits;retraining;$1 451,80;<140;5-8 years;15- 25;single;male;>8 years;no assets;37;no further running credits;rented;one;unskilled with permanant residence;Urban;0;Train;0,981994779;good
K3432258;423;no running account;30;no previous credits;repair;$10 694,00;no savings;<1 year;25-35;divorced/living apart;male;>8 years;car;29;no further running credits;owned;one;unskilled with permanant residence;Rural;1;Train;0,731154052;bad
K1294520;723;no balance;15;paid back;furniture;$2 151,80;>1400;> 8 years;15- 25;single;male;>8 years;no assets;48;no further running credits;rented;5- 6;skilled employee;Rural;0;Test;0,605520203;good
K8146714;566;>$300;15;no problems with current credits;furniture;$2 059,40;no savings;1-5 years;< 15;single;male;>8 years;ownership of house or land;33;no further running credits;owned;2- 4;unskilled with no permanant residence;Urban;0;Train;0,797963489;good
R1246179;639;no balance;27;paid back;used car;$3 528,00;140-700;1-5 years;< 15;single;male;1-5 years;car;21;no further running credits;rented;2- 4;unskilled with permanant residence;Suburban;0;Train;0,463813759;bad
M1668028;409;no balance;24;no previous credits;household appliances;$4 661,00;no savings;unemployed;15- 25;divorced/living apart;male;5-8 years;life insurance;41;no further running credits;rented;one;skilled employee;Urban;0;Train;0,360762935;bad
R1635955;402;no running account;18;no previous credits;repair;$1 050,00;no savings;unemployed;< 15;divorced/living apart/married;female;< 1 year;no assets;25;no further running credits;rented;one;unskilled with no permanant residence;Urban;0;Train;0,578111987;bad
J1919595;444;no balance;36;N/A;retraining;$6 237,00;no savings;1-5 years;25-35;divorced/living apart;male;1-5 years;no assets;28;at other banks;rented;2- 4;executive/self-employed;Urban;0;Train;0,0634675028;bad
